"source_database","labnr","bp","std","cal_bp","cal_std","delta_c13","lab_name","site","site_phase","site_type","feature","feature_type","periods","typochronological_units","ecochronological_units","material","species","country","lat","lng","references"
"palmisano","P-1934","1980","60","1933","158","","","Cosa","Cosa","","","","Archaic Period | Imperial Period","","","wood","Pinus","Italy                                                                                               ","42.410899999999998","11.2865",""
"palmisano","R-978","2250","50","2235","106","","","Poggio Pietricci","Poggio Pietricci","","","","","","","bone","Homo sapiens","Italy                                                                                               ","42.504399999999997","11.3447",""
"palmisano","ENEA-104","3510","250","3816","654","","","Poggiaccio","Poggiaccio","","","","","","","charcoal","","Italy                                                                                               ","44.157800000000002","11.368",""
"palmisano","ENEA-149","3160","110","3371","281","","","Poggio Castelluccio","Poggio Castelluccio","","","","Late Bronze Age","","","","","Italy                                                                                               ","44.110700000000001","11.3855",""
"palmisano","ENEA-152","790","205","755","392","","","Poggio Castelluccio","Poggio Castelluccio","","","","Late Bronze Age","","","","","Italy                                                                                               ","44.110700000000001","11.3855",""
"palmisano","ENEA-43","2640","70","2763","231","","","Poggio Castelluccio","Poggio Castelluccio","","","","Late Bronze Age","","","wood","","Italy                                                                                               ","44.110700000000001","11.3855",""
"palmisano","ENEA-108","1290","350","1219","680","","","Piana degli Ossi","Piana degli Ossi","","","","","","","charcoal","","Italy                                                                                               ","44.205100000000002","11.417199999999999",""
"palmisano","ENEA-139","1460","65","1361","146","","","Piana degli Ossi","Piana degli Ossi","","","","","","","charcoal","","Italy                                                                                               ","44.205100000000002","11.417199999999999",""
"palmisano","KIK-10577","887","30","796","103","","","Podere La Valle, Castellina","Podere La Valle, Castellina","","","","","","","bone","Homo sapiens","Italy                                                                                               ","43.846899999999998","11.443300000000001",""
"palmisano","OxA-18279","4712","31","5440","130","","","Garavicchio","Garavicchio","","","","","","","bone","Homo sapiens","Italy                                                                                               ","42.426200000000001","11.4634",""
"palmisano","OxA-18281","4236","29","4829","126","","","Garavicchio","Garavicchio","","","","","","","bone","Homo sapiens","Italy                                                                                               ","42.426200000000001","11.4634",""
"palmisano","LTL-3668A","4629","35","5407","99","","","Ponte San Pietro","Ponte San Pietro","","","","","","","bone","Homo sapiens","Italy                                                                                               ","42.528100000000002","11.602399999999999",""
"palmisano","OxA-18277","4555","32","5162","150","","","Ponte San Pietro","Ponte San Pietro","","","","","","","bone","Homo sapiens","Italy                                                                                               ","42.528100000000002","11.602399999999999",""
"palmisano","Pi-54","3030","75","3220","204","","","Grotta Misa","Grotta Misa","","","","","","","grain (charred)","Triticum sativum","Italy                                                                                               ","42.350000000000001","11.6333",""
"palmisano","F-29","4100","120","4616","321","","","Grotta del Beato Benincasa","Grotta del Beato Benincasa","","","","","","","","","Italy                                                                                               ","43.077599999999997","11.727399999999999",""
"palmisano","LTL-1782A","3958","65","4412","211","","","Bandita San Pantaleo, Tarquinia","Bandita San Pantaleo, Tarquinia","","","","","","","","","Italy                                                                                               ","42.2652","11.736599999999999",""
"palmisano","AAMS-8A","4670","50","5405","159","","","La Selvicciola, Ischia di Castro","La Selvicciola, Ischia di Castro","","","","","","","bone","Homo sapiens","Italy                                                                                               ","42.546199999999999","11.747999999999999",""
"palmisano","AAMSA-14A","3700","60","4039","174","","","La Selvicciola, Ischia di Castro","La Selvicciola, Ischia di Castro","","","","","","","bone","Homo sapiens","Italy                                                                                               ","42.546199999999999","11.747999999999999",""
"palmisano","AAMSA-14B","4340","100","4947","324","","","La Selvicciola, Ischia di Castro","La Selvicciola, Ischia di Castro","","","","","","","bone","Homo sapiens","Italy                                                                                               ","42.546199999999999","11.747999999999999",""
